Unnamed: 0,Norwegian,English
3747,å kjede,"to bore; chain together, link"
3748,ei pike,girl 
3749,ekkel,"disgusting, revolting"
3750,en innvirkning,"effect, influence"
3751,ypperlig,"excellent, superb"
3752,å skildre,"to portray, depict, describe "
3753,søppel -en/-a/-et,"[the] refuse, waste "
3754,en handelsskole,business school
3755,rettslig,"legal, judicial "
3756,desidert,"decided, definite"
3757,ei gryte,"kettle, pot"
3758,tyngde -a,"[the] weight, heaviness, gravity "
3759,å voldta,"to rape, ravish "
3760,en dispensasjon,exemption
3761,å herske,"to reign, rule"
3762,et kjøretøy,vehicle
3763,urimelig,"absurd, preposterous"
3764,et gatespråk,"vulgar speech, vulgar language "
3765,årevis,"for years, for ages"
3766,kommunisme -n,[the] Communism
3767,et evangelium,gospel
3768,tele -n,"[the] frost; ground frost, frozen soil"
3769,en indikasjon,indication
3770,en invitasjon,invitation
3771,å forvalte,"to administer, conduct"
3772,viktighet -en,[the] importance
3773,ei formulering,formulation
3774,en sensor,sensor; external examiner 
3775,en programleder,TV host
3776,ukentlig,weekly 
3777,stål -et,[the] steel 
3778,brå,"abrupt, sudden"
3779,statistisk,statistical 
3780,frustrasjon -en,[the] frustration 
3781,en stortingsrepresentant,member of Parliament 
3782,en autoritet,authority
3783,et enebarn,only child
3784,å nedlegge,"to bring down, kill"
3785,utenfra,from outside 
3786,gående,"walking, on foot "
3787,utro,"unfaithful, disloyal "
3788,daværende,then
3789,en katalog,catalog
3790,våken,"awake, watchful"
3791,et bål,"open fire, bonfire"
3792,et helikopter,helicopter
3793,et sykefravær,sick leave
3794,ei campingvogn,"caravan, camping trailer"
3795,godkjent,"approved, licensed, authorized "
3796,ei brille,"eyeglasses, glasses"
3797,ros -en,[the] praise 
3798,blond,blond(e)
3799,et hold,"grasp, grip; flesh"
3800,et blodtrykk,blood pressure
3801,blid,"gentle, mild, good-natured"
3802,å velte,to overturn
3803,eksotisk,exotic
3804,å romme,"to hold, contain, take "
3805,fremragende,"exceptional, outstanding"
3806,å fascinere,to fascinate
3807,en sats,"type, composition, matter"
3808,et bekken,"basin, bedpan; pelvis"
3809,mang,many
3810,psykiatrisk,psychiatric 
3811,en båttur,"boating excursion, boating trip "
3812,ei slekt,"family, relations "
3813,innad,"in, inwards"
3814,å fore,to feed
3815,et styremøte,directors' meeting; board meeting 
3816,en bamse,"bruin, bear"
3817,en font,(baptismal) font
3818,bakpå,on the back (of)
3819,et bagasjerom,baggage compartment
3820,utnyttelse -n,[the] utilization
3821,et direktiv,directive
3822,en mester,master
3823,jazz -en,[the] jazz
3824,ekstraordinær,extraordinary
3825,deg,"you, yourself"
3826,kompetent,"authorized, entitled; competent"
3827,en erkjennelse,"acknowledgement, admission; cognition"
3828,å stirre,"to stare, gaze"
3829,subjektiv,subjective 
3830,å slakte,to slaughter
3831,en affære,affair
3832,å rense,"to clean, cleanse"
3833,vodka -en,[the] vodka 
3834,en måne,moon 
3835,et vitnemål,certificate
3836,tilfeldigvis,"by chance, accidentally "
3837,et uhyre,monster
3838,et dødsfall,death
3839,kvalme -n,"[the] nausea, sickness"
3840,en vanskelighet,"difficulty, obstacle, embarrassment"
3841,å vri,"to twist, wring"
3842,en arbeiderklasse,laboring class
3843,en utsettelse,"delay, deferral "
3844,å parkere,to park 
3845,en beliggenhet,"location, site"
3846,et lærerutdanning,teacher training 
3847,upraktisk,unpractical
3848,en oppfølger,follow-up 
3849,å bistå,"to assist, aid"
3850,pinlig,"painful, embarrassing "
3851,et triks,"trick, con "
3852,et pålegg,"increase, imposition, rise "
3853,ei levetid,lifetime
3854,fleksibilitet -en,[the] flexibility 
3855,ei rose,rose 
3856,treårig,triennial 
3857,en misforståelse,misunderstanding 
3858,organisk,organic
3859,ei pasning,"fit, registration, register "
3860,en rammebetingelse,"general term, framework condition "
3861,fargerik,"colorful, richly colored"
3862,et ark,"sheet (of paper); gathering, quire"
3863,en tilstedeværelse,"presence, existence "
3864,anskaffelse -n,[the] procurement
3865,ei tekstmelding,text message
3866,bokmål -et,"[the] ""book language"""
3867,et hefte,"delay, hindrance; (of a book) number, part"
3868,halvveis,"halfway, midway, in some degree, so-so"
3869,en sykkelvei,bikeway 
3870,eksport -en,"[the] export(s), exportation"
3871,å surre,"to lash, secure; hum, buzz; sizzle"
3872,ei pumpe,pump 
3873,fraværende,"absent, preoccupied"
3874,en støvel,boot 
3875,en ulempe,"disadvantage, inconvenience"
3876,et apparat,"apparatus, camera"
3877,å arve,to inherit
3878,å korrigere,to correct
3879,en talsmann,"spokesman, advocate "
3880,ei gjerning,"work, mission, task"
3881,å stappe,"to stuff, cram "
3882,støtende,"offensive, objectionable"
3883,urin -en,[the] urine 
3884,støtt,constantly 
3885,å sukke,to sigh 
3886,et medikament,"medicament, medicine"
3887,å dytte,"to jab, nudge; push, shove"
3888,en grunnregel,"axiom, basic principle"
3889,sommertid -a,[the] summertime 
3890,mislykket,unsuccessful
3891,å markedsføre,"to send, take to market"
3892,en asylsøker,asylum seeker
3893,en bekreftelse,"affirmation, confirmation, corroboration"
3894,tyrkisk,Turkish
3895,en klient,client
3896,en skolekrets,school district 
3897,å rekruttere,to recruit 
3898,testing -a,[the] testing 
3899,en terrorist,terrorist 
3900,et nederlag,"defeat, reverse, setback"
3901,skigåing -a,[the] skiing 
3902,et styr,hubbub 
3903,panikk -en,[the] panic
3904,selvmord -et,[the] suicide 
3905,psykologi -en,[the] psychology 
3906,tilhørighet -a,[the] belonging 
3907,gammeldags,"old-fashioned, out of date"
3908,en sitron,lemon 
3909,en spesifikasjon,specification
3910,et rovdyr,"carnivore, predator"
3911,en morgendag,"tomorrow, morrow "
3912,fiskeri -et,[the] fishing
3913,en tjener,"servant, server"
3914,en saus,sauce 
3915,effektivitet -n,"[the] effectiveness, efficiency"
3916,å indikere,to indicate
3917,sammensveiset,tight-knit
3918,et kjølvann,wake (of boat)
3919,et fang,"arms, embrace, knees, lap"
3920,toleranse -n,[the] tolerance
3921,å trakassere,"to harass, badger, pester "
3922,en finans,"financial circles, the financial world"
3923,en rabatt,discount 
3924,en tilfeldighet,"chance, accidental occurrence "
3925,en råne,boar
3926,en førsteamanuensis,associate professor 
3927,massevis,"quantity, mass"
3928,ei pute,cushion 
3929,taktisk,tactical 
3930,et nyttår,New Year 
3931,varighet -en,"[the] durability, duration"
3932,et gjennombrudd,"breach, breakthrough"
3933,døv,deaf
3934,et postkontor,post office 
3935,grafikk -en,[the] graphic art(s)
3936,en kompensasjon,compensation
3937,psykiatri -en,[the] psychiatry 
3938,å råde,to advise
3939,å skilles,"to be divorced, separate"
3940,å forstyrre,"to disturb, interrupt"
3941,ei pipe,pipe; chimney 
3942,et sammendrag,"resumé, summary"
3943,en omstendighet,"circumstance, fact "
3944,mel -et,[the] flour 
3945,rikelig,"plenty, plentiful, abundant"
3946,nåde -n,"[the] grace, favour "
3947,en synder,sinner 
3948,et forfall,"date of maturity, due date"
3949,en redsel,"fear, horror, terror "
3950,ei østside,east side 
3951,et spørsmålstegn,question mark 
3952,østover,"east, eastwards "
3953,å datere,to date
3954,ør,"giddy, dizzy "
3955,en vidvinkel,wide-angle 
3956,ei ordbok,dictionary
3957,en centimeter,"centimeter (=0,3937 inches)"
3958,ei nedlasting,load function 
3959,ombord,"aboard, on board "
3960,ei overnatting,"overnight stop, accommodation "
3961,å ofre,"to sacrifice, offer up"
3962,mangfoldig,manifold; a great many
3963,en hukommelse,memory
3964,ei videreutdanning,postgraduate studies; higher education
3965,et formannskap,"chairmanship, presidency"
3966,neimen,indeed not 
3967,en medalje,medal
3968,afrikansk,African
3969,en tålmodighet,patience 
3970,nærliggende,nearby
3971,nære,nearly
3972,en barneskole,primary school 
3973,ei myr,"bog, march, moor"
3974,en tragedie,tragedy 
3975,en genser,(pullover) sweater
3976,ei dronning,queen
3977,selveste,"(her-, him-)self"
3978,å utvise,"to expel, send out"
3979,et kompromiss,compromise
3980,en membran,membrane 
3981,japansk,Japanese
3982,et avslag,"discount, reduction"
3983,følsom,"sensitive, emotional, sentimental"
3984,en bonus,bonus
3985,et mord,murder
3986,å utforske,"to explore, search"
3987,en julaften,Christmas Eve
3988,ei forsamling,"assembly, audience, crowd"
3989,et VM ,World Championship 
3990,å debutere,to make one's début
3991,ei fitte,(vulgært) cunt 
3992,rekkevidde -n,"[the] reach, range, scope"
3993,et strøk,"tract, region, neighbourhood "
3994,ensidig,"one-sided, partial, unilateral"
3995,fundamental,"basic, fundamental"
3996,ei julegave,Christmas gift
3997,annenhver,every other (=second)
3998,et kostyme,costume
3999,en konfirmasjon,"[eccl., jur.] confirmation"
4000,et foster,"embryo, fetus"
4001,kolossal,colossal
4002,et opprykk,"advancement, promotion "
4003,å roe,"to calm, settle "
4004,en knute,knot; [fig.] problem; bump
4005,å utnevne,"to appoint, nominate "
4006,en illusjon,illusion
4007,en vara,"deputy chairman, vice-president "
4008,klønete,"clumsy, awkward "
4009,et møbel,"furniture, piece of furniture "
4010,gjengjeldelse -n,"[the] reprisal, retribution"
4011,en sei,"pollack, coalfish "
4012,komisk,"comic, comical"
4013,skrå,"sloping, slanting, oblique"
4014,en kjelke,sled
4015,en tunnel,tunnel
4016,å misforstå,to misunderstand
4017,en allergi,allergy
4018,farget,coloured
4019,ei eksponering,exposure 
4020,en fasit,"answer, result, total"
4021,kåt,"boisterous, frisky; [pop.] sexually active, horny"
4022,utleie -a,"[the] letting, hiring out; renting "
4023,å forene,"to combine, join, unite"
4024,et rusmiddel,intoxicant
4025,en jentunge,little girl
4026,jaggu,"by God, you may be sure"
4027,valgfri,optional 
4028,et interiør,interior (of a house; a painting)
4029,usannsynlig,"improbable, unlikely "
4030,mett,"satisfied, [pop.] full"
4031,markant,"marked, pronounced"
4032,stabilitet -en,[the] stability 
4033,et årsverk,year long assignment 
4034,en egenkapital,"equity, equity capital, owners' equity "
4035,å tillegge,"to ascribe to, attribute to"
4036,en herre,"lord, master, gentleman"
4037,en statssekretær,State Secretary 
4038,idyllisk,idyllic
4039,et belte,belt
4040,en amatør,amateur
4041,en idrettsplass,"athletic ground, stadium"
4042,et brett,"board, nameplate, tray, diving board"
4043,troverdighet -en,"[the] credibility, trustworthiness, reliability "
4044,likeverdig,"equal, equivalent "
4045,et flagg,flag
4046,obs,"aware, observant, alert "
4047,ei fagforening,"labor union, trade union"
4048,en agent,agent; salesman
4049,sådan,such 
4050,å sprette,"to bounce, leap, kick, start"
4051,en viten,knowledge
4052,en faglærer,"subject teacher, specialist teacher"
4053,å brette,"to fold, roll, wrap"
4054,et hjemsted,home town
4055,bestandig,"continuous, incessant"
4056,takknemlig,"grateful, thankful "
4057,en skilsmisse,"divorce, separation "
4058,et fylkesutvalg,county executive committee 
4059,rådighet -en,[the] possession 
4060,medvirkende,contributory
4061,å avholde,"to restrain, hold"
4062,en maler,painter; artist
4063,ei frue,"married woman, wife"
4064,en skikkelse,"shape, form, character"
4065,ei gruve,"mine, excavation"
4066,et torg,market
4067,en fagbevegelse,"labor, trade union movement"
4068,et skjørt,skirt 
4069,et høydepunkt,"height, summit, zenith"
4070,ei gran,spruce
4071,hjemmefra,away from home 
4072,uhell -et,"[the] misfortune, mishap"
4073,forsiktighet -a,"[the] caution, discretion, prudence"
4075,en komponist,composer
4076,en gangvei,"footpath, walkway "
4077,et kinn,cheek
4078,flittig,"assiduous, diligent, industrious"
4079,hevn -en,"[the] revenge, vengance"
4080,ovennevnt,mentioned above 
4081,Burma ,Myanmar
4082,et friområde,"open area, recreation area"
4083,en utlending,foreigner
4084,målrettet,"goal-oriented, full of purpose "
4085,et søksmål,"suit, action, lawsuit "
4086,en sympati,sympathy
4088,å protestere,to protest 
4089,å mase,"to slave away, struggle; fret, fuss"
4090,ei utstrekning,extent; area; degree
4091,ei flytting,"house move, removal, remove, move, relocation "
4092,et folketall,population
4093,homofili -en,[the] homosexuality 
4094,et barnebarn,grandchild
4095,ei servering,service 
4096,innvendig,"inside, interior, internal, inward"
4097,ei eik,oak (tree)
4098,ustabil,unstable
4099,en fjelltopp,"mountain top, peak"
4100,ei innspilling,"bringing in; production, rehearsal"
4101,et trøbbel,trouble 
4102,ei scoring,score 
4103,kommunistisk,communistic
4104,innlagt,enclosed; inlaid
4105,en felg,"(of a wheel) felly, rim"
4106,ei li,"wooded or grassy hillside, mountainside"
4107,elegant,elegant
4108,asfalt -en,[the] asphalt
4109,et nyhetsbyrå,news agency 
4110,epleslang -en,[the] apple stealing
4111,råtten,rotten
4112,en dødsstraff,capital punishment
4113,en engelskmann,Englishman
4114,kvalm,"close, stuffy; ill, nauseated"
4115,et eldresenter,senior citizens' community centre
4116,irsk,Irish
4117,å træ,to thread
4118,å utrydde,"to exterminate, eliminate"
4119,en ekspedisjon,"attendance to; office*, counter* expedition"
4120,å vaksinere,to vaccinate
4121,et oppmøte,"turnout, attendance "
4122,kapitalistisk,capitalistic
4123,en ambassade,embassy
4124,en flekk,"smudge, speck, spot, patch"
4125,femti,fifty
4126,en permisjon,leave of absence 
4127,stråling -a,"[the] irradiation, radiation "
4128,stigende,"rising, increasing "
4129,å innvilge,to acquiesce
4130,jern -et,[the] iron
4131,ei oppfordring,"call, request"
4132,en bataljon,battalion
4133,drastisk,"drastic, brutal, crass"
4134,en biografi,biography
4135,næringsdrivende,"in business, trade"
4136,et minnekort,memory stick 
4137,sølv -et,[the] silver 
4138,et verv,"task, commission, duty "
4139,et farvann,"[shipslei] water, waters, fairway "
4140,samfunnsfag -et,[the] social subjects 
4141,å ture,"to booze, carouse "
4142,en fotballkamp,soccer match
4143,ei årrekke,sequence of years 
4144,ei avklaring,clarification
4145,kvart -en,[the] quarter
4146,å forske,"to carry on, research, investigate"
4147,pussig,"droll, amusing, funny, odd"
4148,en biskop,bishop
4149,en salat,"lettuce, salad "
4150,ei rumpe,"behind, bottom, backside, ass "
4151,sexy,"sexy, hot "
4152,underkant -en,"[the] bottom edge, underside; lowest limit, minimum"
4153,relevans -en,"[the] relevance, pertinence "
4154,ei rådgivning,"consultancy, counselling "
4155,å blokkere,"to blockade, block"
4156,humoristisk,humorous
4157,forvirring -a,[the] confusion
4158,privatisering -a,[the] privatization 
4159,en forvalter,"agent, manager"
4160,en hale,tail
4161,ei norm,"norm, standard"
4162,fortløpende,"consecutive, running"
4163,å tilegne,to dedicate 
4164,å låse,to lock; bolt
4165,tilfreds,"content, satisfied "
4166,en seksjon,section
4167,sannelig,"truly, verily "
4168,skryt -et,"[the] bragging, boasting; praise "
4169,å overvelde,"to overwhelm, overpower "
4170,nytelse -n,[the] enjoyment 
4171,ei tilpasning,"adaptation, adjustment, accommodation "
4172,en markedsandel,market share 
4173,fryd -en,"[the] delight, joy"
4174,å undre,"to surprise, astonish "
4175,å mestre,to master
4176,en konstruksjon,construction
4177,en tyv,thief
4178,ei tå,toe 
4179,en minoritet,minority 
4180,polsk,Polish 
4181,å verdsette,"to estimate, value"
4182,ei seter,"summer pasture, mountain pasture "
4183,et horn,horn
4184,ufarlig,"safe, without risk "
4185,å bedømme,"to appraise, judge"
4186,Irak,Iraq
4187,et hjerteinfarkt,"infarct of the heart, thrombosis"
4188,livskvalitet -en,[the] quality of life 
4189,å steke,"to roast, bake "
4191,en ovn,oven 
4192,å hakke,"to chop, hack"
4193,et lederskap,leadership
4194,et anbud,bid; estimate
4195,en sensur,"censoring, censorship, examination results "
4196,en stemmerett,right to vote
4197,å disponere,"to have at one's disposal, command"
4198,inderlig,"heartfelt, sincere"
4199,feilaktig,"defective, faulty, erroneous"
4200,en reportasje,"report, coverage "
4201,ei messe,"fair, show, exhibition"
4202,å belyse,"to illuminate, elucidate, illustrate"
4203,inngående,"incoming; detailed, exhaustive"
4204,mager,lean; meager
4205,å ryke,"to smoke, reek"
4206,å skli,"to skid, slip "
4207,en informasjonssjef,"public relations manager, information manager"
4208,journalistikk -en,[the] journalism
4209,aksept -et,[the] [merc.] acceptance
4210,en tredjedel,third 
4211,en forhandler,"negotiator, dealer"
